"","Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Nacionality","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Target"
"2417","Single",2,5,1,1,1,"1","1","0","1","1","1",25,"0","Dropout"
"2418","Single",1,17,0,1,1,"1","0","0","1","1","0",25,"0","Graduate"
"2419","Single",1,2,1,16,1,"1","0","0","0","1","1",22,"0","Graduate"
"2420","Single",1,4,1,1,3,"0","0","0","1","1","0",24,"1","Enrolled"
"2421","Single",1,6,1,2,1,"0","0","0","1","1","0",47,"0","Dropout"
"2422","Married",1,17,0,12,1,"1","0","0","1","1","0",41,"0","Dropout"
"2423","Single",1,4,1,1,1,"1","0","0","1","1","0",43,"0","Graduate"
"2424","Single",1,4,1,1,1,"0","0","0","1","1","0",29,"0","Dropout"
"2425","Single",2,7,1,1,1,"0","0","0","1","1","0",30,"0","Dropout"
"2426","Single",2,9,1,13,1,"0","0","0","0","1","0",26,"0","Dropout"
"2427","Single",2,17,0,1,1,"0","0","0","0","1","0",27,"0","Dropout"
"2428","Married",2,14,1,1,1,"0","0","0","1","1","1",36,"0","Graduate"
"2429","Single",1,4,1,12,1,"0","0","0","1","1","0",29,"0","Dropout"
"2430","Single",1,7,1,1,1,"1","0","0","1","1","0",35,"0","Dropout"
"2431","Single",1,15,1,1,1,"0","0","0","1","1","1",18,"0","Graduate"
"2432","Single",1,17,0,1,1,"0","0","0","1","1","1",24,"0","Graduate"
"2433","Single",3,15,1,1,1,"1","0","0","1","1","1",18,"0","Dropout"
"2434","Single",4,7,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"2435","Married",1,6,1,1,1,"0","0","0","1","1","0",21,"0","Enrolled"
"2436","Single",1,7,1,1,1,"1","0","0","1","1","0",21,"0","Graduate"
"2437","Single",1,4,1,1,1,"0","0","0","1","1","0",32,"0","Graduate"
"2438","Single",4,7,1,1,1,"1","0","0","1","1","1",22,"0","Dropout"
"2439","Single",1,4,1,3,1,"1","0","0","0","1","0",32,"0","Dropout"
"2440","Single",1,14,1,6,1,"0","0","0","1","1","0",35,"0","Dropout"
"2441","Single",3,9,1,1,1,"1","0","0","0","1","0",23,"0","Dropout"
"2442","Single",1,3,0,1,1,"0","0","0","1","1","0",39,"0","Enrolled"
"2443","Married",1,14,1,1,1,"0","0","0","1","1","0",35,"0","Dropout"
"2444","Married",1,4,1,3,1,"0","0","0","1","1","0",32,"0","Graduate"
"2445","Single",1,16,1,1,1,"0","0","0","1","1","0",20,"0","Dropout"
"2446","Single",1,12,1,1,1,"0","0","0","1","1","0",34,"0","Enrolled"
"2447","Single",1,17,0,15,1,"1","0","0","1","1","0",44,"0","Dropout"
"2448","Married",1,11,1,12,1,"0","0","0","1","1","0",53,"0","Graduate"
"2449","Single",1,7,1,12,1,"0","0","1","0","1","0",28,"0","Dropout"
"2450","Single",1,17,0,3,1,"0","0","0","1","1","0",31,"0","Dropout"
"2451","Single",1,2,1,1,1,"0","0","1","0","1","0",18,"0","Enrolled"
"2452","Single",1,4,1,1,1,"0","0","1","0","1","0",44,"0","Dropout"
"2453","Single",1,6,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"2454","Single",1,2,1,1,12,"0","0","0","1","1","0",21,"1","Enrolled"
"2455","Single",1,7,1,1,1,"0","0","0","1","1","1",18,"0","Dropout"
"2456","Single",1,4,1,14,1,"1","0","0","1","1","0",20,"0","Graduate"
"2457","Single",1,5,1,1,1,"0","0","0","1","1","0",55,"0","Graduate"
"2458","Single",1,9,1,1,1,"0","0","0","1","1","0",27,"0","Enrolled"
"2459","Single",2,7,1,1,1,"0","0","0","1","1","0",19,"0","Dropout"
"2460","Single",1,9,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"2461","Married",1,15,1,1,1,"0","0","0","1","1","0",43,"0","Dropout"
"2462","Single",3,11,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"2463","Single",1,2,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"2464","Single",5,11,1,1,1,"1","0","1","1","1","1",20,"0","Dropout"
"2465","Married",1,17,0,1,1,"0","0","1","0","1","0",29,"0","Dropout"
"2466","Single",1,8,1,12,1,"1","0","1","1","1","0",44,"0","Dropout"
"2467","Single",1,7,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"2468","Single",1,4,1,14,1,"0","0","0","1","1","1",20,"0","Enrolled"
"2469","Single",1,5,1,1,1,"1","0","0","1","1","0",20,"0","Dropout"
"2470","Married",2,9,1,1,1,"1","0","0","1","1","0",36,"0","Dropout"
"2471","Single",1,8,1,14,1,"1","0","0","1","1","0",19,"0","Enrolled"
"2472","Married",1,6,1,12,1,"0","0","0","0","1","0",29,"0","Dropout"
"2473","Single",1,14,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"2474","Single",1,4,1,1,1,"0","0","0","0","1","0",24,"0","Dropout"
"2475","Single",1,15,1,1,1,"0","0","0","1","1","0",20,"0","Graduate"
"2476","Married",1,3,0,12,1,"0","0","1","0","1","0",45,"0","Dropout"
"2477","Single",2,12,1,1,1,"1","0","0","1","1","1",28,"0","Graduate"
"2478","Single",1,11,1,1,1,"1","0","0","1","1","0",23,"0","Enrolled"
"2479","Single",1,12,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"2480","Single",2,9,1,1,1,"1","0","0","1","1","0",23,"0","Dropout"
"2481","Single",1,2,1,1,1,"1","0","0","1","1","0",22,"0","Enrolled"
"2482","Single",1,5,1,1,1,"0","0","0","1","1","1",22,"0","Graduate"
"2483","Single",1,17,0,9,1,"0","0","0","1","1","0",33,"0","Graduate"
"2484","Single",1,4,1,16,1,"0","0","0","1","1","0",21,"0","Graduate"
"2485","Married",1,9,1,1,1,"0","0","0","1","1","0",45,"0","Graduate"
"2486","Married",1,4,1,1,1,"0","0","0","0","1","0",44,"0","Dropout"
"2487","Divorced",1,14,1,1,1,"0","0","0","1","1","0",42,"0","Dropout"
"2488","Single",1,9,1,1,1,"1","0","0","1","1","0",20,"0","Dropout"
"2489","Single",6,9,1,1,1,"1","0","0","1","1","0",20,"0","Enrolled"
"2490","Single",2,11,1,1,1,"1","0","0","1","1","1",20,"0","Graduate"
"2491","Single",2,15,1,1,1,"1","0","0","1","1","0",20,"0","Enrolled"
"2492","Single",2,9,1,1,1,"0","0","0","1","1","0",19,"0","Enrolled"
"2493","Single",1,3,0,1,1,"0","0","1","0","1","0",26,"0","Dropout"
"2494","Married",1,4,1,1,1,"0","0","0","1","1","0",31,"0","Graduate"
"2495","Single",1,15,1,1,1,"0","0","1","1","1","1",19,"0","Graduate"
"2496","Single",1,15,1,12,1,"1","0","0","1","1","0",28,"0","Graduate"
"2497","Single",1,2,1,1,1,"1","0","0","1","1","1",20,"0","Graduate"
"2498","Married",2,3,0,1,1,"1","0","0","1","0","0",43,"0","Graduate"
"2499","Single",1,2,1,12,17,"0","0","0","1","1","1",25,"1","Dropout"
"2500","Single",1,10,1,12,1,"0","1","1","1","0","0",40,"0","Dropout"
"2501","Single",1,6,1,14,3,"0","0","0","1","0","0",20,"1","Graduate"
"2502","Married",1,3,0,9,1,"0","0","0","1","0","0",46,"0","Graduate"
"2503","Single",1,1,1,1,1,"0","0","0","1","0","0",26,"0","Graduate"
"2504","Married",1,12,1,1,1,"0","0","0","1","0","1",34,"0","Graduate"
"2505","Single",3,16,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"2506","Single",6,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2507","Single",1,13,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2508","Single",1,3,0,1,1,"0","0","0","1","1","1",37,"0","Graduate"
"2509","Single",1,2,1,1,1,"0","0","0","1","1","1",23,"0","Graduate"
"2510","Single",1,5,1,1,1,"0","0","0","1","1","0",26,"0","Graduate"
"2511","Single",2,15,1,1,9,"1","0","0","0","0","0",18,"1","Dropout"
"2512","Single",1,12,1,1,20,"1","0","0","1","0","0",18,"1","Enrolled"
"2513","Single",4,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"2514","Single",2,6,1,1,9,"0","0","0","1","0","0",18,"1","Graduate"
"2515","Single",1,14,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"2516","Single",4,7,1,1,15,"1","0","0","1","1","0",20,"1","Enrolled"
"2517","Single",1,5,1,1,1,"0","0","0","1","0","1",22,"0","Graduate"
"2518","Single",3,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2519","Single",1,11,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"2520","Single",3,15,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2521","Single",6,11,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2522","Single",2,11,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2523","Single",6,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2524","Single",1,16,1,1,1,"0","0","0","1","0","0",20,"0","Dropout"
"2525","Single",4,10,1,1,1,"1","0","0","1","0","1",19,"0","Dropout"
"2526","Single",2,6,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2527","Single",4,5,1,1,1,"1","0","0","1","0","1",18,"0","Dropout"
"2528","Single",6,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2529","Single",2,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2530","Single",1,9,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"2531","Single",1,15,1,1,1,"1","0","1","1","0","0",18,"0","Graduate"
"2532","Single",1,4,1,14,1,"0","0","0","1","0","1",20,"0","Graduate"
"2533","Single",2,10,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2534","Single",1,8,1,1,1,"1","0","0","1","0","1",18,"0","Enrolled"
"2535","Single",1,10,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2536","Single",2,16,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"2537","Single",1,8,1,1,14,"0","0","0","1","0","0",19,"1","Enrolled"
"2538","Single",1,14,1,1,1,"0","0","0","1","0","0",19,"0","Graduate"
"2539","Single",1,14,1,1,12,"0","1","1","1","0","0",20,"1","Graduate"
"2540","Single",1,8,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2541","Single",1,9,1,3,1,"0","0","0","1","0","0",33,"0","Dropout"
"2542","Single",1,16,1,1,1,"0","0","0","1","0","1",19,"0","Dropout"
"2543","Single",2,13,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"2544","Single",1,5,1,1,1,"0","0","0","1","0","0",19,"0","Dropout"
"2545","Single",1,4,1,14,1,"0","0","0","1","0","0",19,"0","Enrolled"
"2546","Single",3,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2547","Single",1,10,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"2548","Single",5,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"2549","Single",2,15,1,1,1,"1","0","0","1","1","1",18,"0","Graduate"
"2550","Single",2,11,1,1,1,"1","0","1","1","1","1",19,"0","Dropout"
"2551","Single",1,3,0,1,9,"1","0","0","1","0","0",25,"1","Graduate"
"2552","Single",3,5,1,1,1,"1","0","0","1","0","1",20,"0","Enrolled"
"2553","Single",1,3,0,1,1,"0","0","0","1","0","0",19,"0","Graduate"
"2554","Single",1,17,0,1,1,"1","0","1","1","1","0",33,"0","Dropout"
"2555","Single",4,7,1,1,1,"1","0","1","1","1","0",18,"0","Enrolled"
"2556","Single",1,7,1,1,1,"1","0","0","1","1","0",18,"0","Enrolled"
"2557","Single",1,9,1,1,12,"0","0","0","1","0","0",19,"1","Graduate"
"2558","Single",2,2,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"2559","Single",1,9,1,1,1,"0","0","0","1","0","0",19,"0","Enrolled"
"2560","Single",1,15,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"2561","Single",5,16,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2562","Single",3,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2563","Married",1,12,1,12,1,"0","0","0","1","0","0",37,"0","Dropout"
"2564","Single",1,10,1,1,1,"0","0","0","1","0","0",20,"0","Enrolled"
"2565","Single",1,11,1,1,14,"1","0","0","1","0","1",20,"1","Graduate"
"2566","Single",1,10,1,1,12,"0","0","0","1","1","0",21,"1","Graduate"
"2567","Single",1,12,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"2568","Single",1,3,0,1,1,"0","0","0","1","0","0",26,"0","Enrolled"
"2569","Single",1,9,1,9,1,"0","0","1","1","0","0",41,"0","Enrolled"
"2570","Single",2,15,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2571","Single",4,12,1,1,1,"0","0","1","1","0","0",18,"0","Graduate"
"2572","Single",1,12,1,1,1,"1","0","0","1","0","0",31,"0","Graduate"
"2573","Single",1,10,1,1,1,"0","0","1","1","0","0",23,"0","Graduate"
"2574","Single",4,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"2575","Single",3,15,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"2576","Married",1,3,0,1,1,"0","0","0","1","0","0",40,"0","Graduate"
"2577","Single",1,6,1,14,1,"1","0","1","1","0","0",32,"0","Dropout"
"2578","Single",4,11,1,1,1,"1","0","0","1","0","0",24,"0","Dropout"
"2579","Single",4,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2580","Single",1,10,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"2581","Single",1,10,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2582","Single",1,4,1,1,1,"1","0","0","0","0","0",27,"0","Dropout"
"2583","Single",1,9,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"2584","Single",1,17,0,1,1,"0","0","0","1","0","0",26,"0","Enrolled"
"2585","Single",1,16,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"2586","Single",2,3,0,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"2587","Single",2,9,1,1,1,"1","0","0","1","0","0",21,"0","Enrolled"
"2588","Single",4,9,1,1,1,"1","0","0","1","0","0",24,"0","Enrolled"
"2589","Single",1,16,1,1,1,"0","0","0","1","0","0",20,"0","Dropout"
"2590","Single",4,16,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"2591","Single",1,4,1,1,1,"0","0","0","1","0","0",30,"0","Dropout"
"2592","Single",1,16,1,1,1,"1","0","1","0","0","0",22,"0","Enrolled"
"2593","Single",1,9,1,3,1,"0","0","0","1","0","0",21,"0","Graduate"
"2594","Single",1,13,1,1,1,"0","0","0","1","0","0",26,"0","Dropout"
"2595","Single",1,9,1,1,1,"1","0","0","1","0","0",23,"0","Enrolled"
"2596","Single",1,5,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"2597","Single",1,5,1,1,1,"1","0","1","1","0","0",21,"0","Dropout"
"2598","Single",1,2,1,1,1,"0","0","0","1","0","1",18,"0","Dropout"
"2599","Single",3,6,1,1,1,"1","0","0","1","0","0",21,"0","Enrolled"
"2600","Single",3,16,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"2601","Single",3,16,1,1,1,"1","1","0","1","0","1",19,"0","Dropout"
"2602","Single",1,11,1,1,1,"1","0","0","1","0","0",22,"0","Enrolled"
"2603","Single",3,10,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"2604","Single",5,6,1,1,1,"1","0","0","0","0","0",19,"0","Dropout"
"2605","Single",1,10,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"2606","Married",1,6,1,14,1,"0","0","0","1","0","0",27,"0","Graduate"
"2607","Single",1,6,1,1,1,"1","0","0","1","0","0",22,"0","Graduate"
"2608","Single",1,15,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"2609","Single",4,11,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"2610","Married",1,17,0,1,1,"0","0","0","1","0","0",34,"0","Dropout"
"2611","Single",2,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2612","Single",2,15,1,1,1,"1","0","0","1","1","0",20,"0","Graduate"
"2613","Single",1,8,1,1,14,"1","0","0","1","0","0",20,"1","Graduate"
"2614","Single",1,17,0,1,1,"0","0","0","1","1","0",25,"0","Dropout"
"2615","Single",4,7,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"2616","Single",1,8,1,1,1,"0","0","0","0","1","0",18,"0","Dropout"
"2617","Single",1,16,1,1,1,"1","0","0","1","0","1",18,"0","Dropout"
"2618","Single",1,11,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"2619","Single",2,16,1,1,1,"1","0","0","1","0","1",19,"0","Dropout"
"2620","Single",1,10,1,1,1,"0","0","0","1","0","1",21,"0","Graduate"
"2621","Single",1,5,1,1,1,"0","0","0","1","0","0",29,"0","Enrolled"
"2622","Single",1,5,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"2623","Single",1,3,0,16,1,"1","0","1","1","0","1",21,"0","Graduate"
"2624","Single",1,17,0,1,14,"0","0","0","1","0","0",34,"1","Dropout"
"2625","Single",4,15,1,1,9,"1","0","0","1","0","0",20,"1","Graduate"
"2626","Single",1,17,0,1,1,"0","0","0","1","1","0",24,"0","Dropout"
"2627","Single",1,12,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"2628","Single",1,12,1,1,1,"0","0","0","1","1","0",19,"0","Enrolled"
"2629","Single",1,9,1,1,1,"0","0","0","1","1","1",18,"0","Enrolled"
"2630","Single",9,17,0,1,1,"0","0","0","1","1","0",28,"0","Enrolled"
"2631","Single",1,17,0,1,1,"0","0","0","1","1","0",28,"0","Dropout"
"2632","Single",1,11,1,1,1,"0","0","0","1","1","0",20,"0","Dropout"
"2633","Single",1,12,1,1,1,"1","0","0","1","1","0",22,"0","Graduate"
"2634","Single",4,12,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"2635","Single",1,14,1,1,1,"1","0","0","1","1","0",20,"0","Enrolled"
"2636","Single",2,13,1,1,1,"0","0","0","1","1","0",26,"0","Dropout"
"2637","Single",2,11,1,1,1,"1","0","0","0","1","0",21,"0","Dropout"
"2638","Single",2,2,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"2639","Single",1,9,1,1,1,"1","0","0","1","1","0",18,"0","Graduate"
"2640","Single",2,2,1,1,1,"1","0","0","1","1","0",22,"0","Graduate"
"2641","Married",1,7,1,12,1,"0","0","0","1","1","0",36,"0","Dropout"
"2642","Single",1,15,1,1,1,"1","0","0","1","1","1",20,"0","Graduate"
"2643","Single",5,14,1,1,1,"0","0","0","1","1","0",20,"0","Dropout"
"2644","Single",1,17,0,1,1,"0","0","0","1","1","0",25,"0","Dropout"
"2645","Single",1,4,1,1,1,"0","0","0","1","1","0",35,"0","Graduate"
"2646","Single",1,2,1,1,1,"0","0","0","1","1","0",22,"0","Dropout"
"2647","Single",1,5,1,1,1,"0","0","0","1","1","0",26,"0","Enrolled"
"2648","Single",1,4,1,14,1,"0","0","1","0","1","0",20,"0","Dropout"
"2649","Single",1,3,0,9,1,"0","0","0","1","1","0",50,"0","Dropout"
"2650","Single",1,12,1,1,1,"0","0","0","1","1","0",20,"0","Dropout"
"2651","Single",1,12,1,1,1,"0","0","0","1","1","0",20,"0","Enrolled"
"2652","Single",1,4,1,3,1,"0","0","0","0","1","0",35,"0","Dropout"
"2653","Single",1,14,1,1,1,"0","0","0","1","1","1",19,"0","Graduate"
"2654","Married",2,9,1,1,1,"0","0","0","1","1","0",43,"0","Dropout"
"2655","Single",5,12,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"2656","Single",1,12,1,1,1,"0","0","0","1","1","0",25,"0","Graduate"
"2657","Single",1,2,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"2658","Single",2,16,1,1,1,"1","0","0","1","1","1",20,"0","Enrolled"
"2659","Single",1,2,1,1,1,"1","0","0","1","1","0",22,"0","Dropout"
"2660","Single",1,11,1,1,1,"0","0","0","1","1","1",19,"0","Dropout"
"2661","Married",1,17,0,1,1,"0","0","0","1","1","0",32,"0","Dropout"
"2662","Married",1,15,1,13,1,"1","0","0","1","1","0",57,"0","Graduate"
"2663","Single",1,12,1,1,1,"0","0","0","0","1","0",20,"0","Dropout"
"2664","Single",1,17,0,1,1,"1","0","0","0","1","0",38,"0","Dropout"
"2665","Married",1,17,0,1,1,"0","0","0","1","1","0",45,"0","Graduate"
"2666","Married",1,15,1,1,1,"0","0","1","0","1","0",43,"0","Dropout"
"2667","Single",4,5,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"2668","Married",1,17,0,12,1,"0","0","0","0","1","0",49,"0","Dropout"
"2669","Married",1,12,1,12,1,"1","0","0","1","1","0",43,"0","Enrolled"
"2670","Single",1,3,0,1,1,"0","0","0","1","1","0",34,"0","Dropout"
"2671","Single",5,7,1,1,1,"1","0","1","1","1","0",18,"0","Enrolled"
"2672","Married",1,17,0,1,1,"0","0","0","1","1","0",43,"0","Graduate"
"2673","Single",2,11,1,1,1,"0","0","0","1","1","0",21,"0","Dropout"
"2674","Married",1,17,0,1,1,"0","0","0","1","1","0",40,"0","Enrolled"
"2675","Single",1,14,1,1,1,"1","0","0","1","1","1",19,"0","Graduate"
"2676","Single",1,11,1,1,1,"0","0","0","1","1","0",27,"0","Enrolled"
"2677","Married",1,13,1,1,1,"0","0","0","1","1","0",43,"0","Dropout"
"2678","Single",1,17,0,1,1,"0","0","0","1","1","0",31,"0","Graduate"
"2679","Single",1,4,1,14,1,"1","0","1","1","1","0",26,"0","Enrolled"
"2680","Single",1,17,0,1,1,"0","0","0","1","1","0",34,"0","Graduate"
"2681","Divorced",1,12,1,12,1,"0","0","0","1","1","0",30,"0","Graduate"
"2682","Married",1,12,1,12,1,"0","0","0","1","1","0",36,"0","Dropout"
"2683","Single",1,17,0,3,1,"0","0","1","0","1","0",46,"0","Dropout"
"2684","Single",1,6,1,1,1,"0","0","0","1","1","0",22,"0","Graduate"
"2685","Single",1,4,1,3,1,"0","0","0","1","1","0",27,"0","Dropout"
"2686","Single",2,7,1,1,1,"1","0","0","1","1","0",20,"0","Enrolled"
"2687","Single",1,9,1,1,1,"0","0","0","1","1","0",20,"0","Enrolled"
"2688","Single",1,7,1,1,1,"0","0","1","0","1","0",31,"0","Dropout"
"2689","Single",1,7,1,1,1,"1","0","1","1","1","0",20,"0","Enrolled"
"2690","Single",1,15,1,1,1,"1","0","0","0","1","0",21,"0","Dropout"
"2691","Single",1,9,1,1,1,"0","0","0","1","1","0",21,"0","Dropout"
"2692","Single",1,9,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"2693","Single",4,9,1,1,1,"1","0","0","1","1","1",20,"0","Graduate"
"2694","Single",1,4,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"2695","Single",2,15,1,1,1,"0","0","0","1","1","1",18,"0","Graduate"
"2696","Single",1,12,1,1,1,"0","0","1","1","1","0",30,"0","Enrolled"
"2697","Single",1,11,1,12,1,"0","0","1","0","1","0",34,"0","Dropout"
"2698","Single",1,14,1,1,1,"0","0","1","0","1","0",21,"0","Enrolled"
"2699","Single",1,5,1,14,1,"0","0","0","1","1","0",20,"0","Dropout"
"2700","Single",1,12,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"2701","Single",1,2,1,1,1,"1","0","1","1","1","0",21,"0","Dropout"
"2702","Married",1,4,1,1,1,"0","0","0","1","1","0",26,"0","Dropout"
"2703","Single",1,7,1,1,1,"1","0","1","1","1","0",20,"0","Dropout"
"2704","Single",1,4,1,14,1,"0","0","0","1","1","0",25,"0","Dropout"
"2705","Single",1,14,1,1,1,"0","0","0","1","1","0",19,"0","Enrolled"
"2706","Single",2,9,1,1,1,"1","0","0","1","1","0",24,"0","Dropout"
"2707","Single",1,8,1,1,1,"0","0","0","1","1","0",20,"0","Graduate"
"2708","Single",1,9,1,1,1,"0","0","0","1","1","0",20,"0","Dropout"
"2709","Single",3,5,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2710","Divorced",1,13,1,1,1,"0","0","0","1","0","0",25,"0","Enrolled"
"2711","Single",1,11,1,1,1,"1","0","0","1","0","0",22,"0","Graduate"
"2712","Single",1,3,0,1,1,"0","0","0","0","0","0",41,"0","Dropout"
"2713","Single",2,9,1,1,1,"0","0","1","1","0","1",19,"0","Dropout"
"2714","Single",1,8,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"2715","Single",1,6,1,1,1,"1","0","1","1","0","0",30,"0","Dropout"
"2716","Single",5,12,1,1,1,"1","0","0","1","0","1",21,"0","Graduate"
"2717","Married",2,13,1,1,1,"0","0","0","1","0","1",26,"0","Enrolled"
"2718","Single",1,14,1,1,14,"0","0","0","1","0","0",21,"1","Graduate"
"2719","Single",1,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"2720","Single",4,6,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2721","Single",2,6,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2722","Single",2,9,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"2723","Single",1,6,1,1,1,"0","0","0","1","0","0",21,"0","Enrolled"
"2724","Single",2,9,1,1,1,"1","0","0","1","0","1",18,"0","Dropout"
"2725","Single",1,12,1,1,1,"1","0","0","1","0","1",24,"0","Graduate"
"2726","Single",1,8,1,1,1,"1","0","0","1","0","0",21,"0","Enrolled"
"2727","Single",1,6,1,14,1,"1","0","0","1","0","0",23,"0","Graduate"
"2728","Single",2,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"2729","Single",1,6,1,1,1,"0","0","0","0","0","0",26,"0","Enrolled"
"2730","Single",1,8,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"2731","Single",1,10,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"2732","Single",1,10,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"2733","Single",1,12,1,1,1,"1","0","0","1","0","0",20,"0","Enrolled"
"2734","Single",2,10,1,1,1,"1","1","0","1","0","0",18,"0","Enrolled"
"2735","Single",4,15,1,1,1,"1","0","0","1","0","1",22,"0","Graduate"
"2736","Single",1,12,1,1,1,"1","0","1","1","0","0",20,"0","Graduate"
"2737","Single",4,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2738","Single",1,8,1,1,1,"1","0","1","1","0","0",18,"0","Dropout"
"2739","Single",2,9,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"2740","Single",4,6,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2741","Single",2,5,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"2742","Single",1,3,0,1,1,"0","0","0","1","0","0",24,"0","Graduate"
"2743","Single",1,10,1,1,1,"0","0","0","1","0","0",21,"0","Graduate"
"2744","Single",1,10,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"2745","Single",1,11,1,1,1,"0","0","1","0","0","1",28,"0","Dropout"
"2746","Single",2,16,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"2747","Single",1,12,1,1,1,"1","0","1","1","1","0",20,"0","Enrolled"
"2748","Single",1,4,1,1,1,"0","0","0","0","1","0",36,"0","Dropout"
"2749","Married",1,17,0,1,1,"0","0","0","0","1","0",42,"0","Dropout"
"2750","Married",1,17,0,1,1,"0","0","0","1","1","0",47,"0","Dropout"
"2751","Single",1,7,1,1,1,"0","0","0","0","1","0",25,"0","Dropout"
"2752","Single",1,14,1,9,1,"0","0","0","1","1","1",25,"0","Graduate"
"2753","Married",1,3,0,12,1,"0","0","0","1","1","0",48,"0","Dropout"
